id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,tinh_trang_hieu_luc,year_of_issue
2221,"Về học bổng, học phí của học sinh các trường đại học, cao đẳng, trung học chuyên nghiệp và dạy nghề",63-HĐBT,1989-06-10,Quyết định,10/06/1989,,Công báo số 12/1989;,...,Giáo dục và đào tạo,Giáo dục đại học,Hội đồng Bộ trưởng,Chủ tịch hội đồng bộ trưởng,Võ Văn Kiệt,Toàn quốc,Còn hiệu lực,1989
6264,Về việc ban hành tạm thời chương trình Đại học sư phạm Âm nhạc,02/2000/QĐ-BGD,2000-03-04,Quyết định,19/03/2000,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Bộ trưởng,Nguyễn Minh Hiển,Toàn quốc,Còn hiệu lực,2000
1927,Về việc công nhận trường Đại học Tuyên giáo,406-HĐBT,1990-11-20,Quyết định,20/11/1990,,Công báo số 24/1990;,...,Giáo dục và đào tạo,Giáo dục đại học,Hội đồng Bộ trưởng,Chủ tịch hội đồng bộ trưởng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1990
5103,Về việc bãi bỏ 11 Thông tư liên Bộ hết hiệu lực thi hành,38/2000/QĐ-BGD,2000-08-29,Quyết định,14/09/2000,,Danh mục các văn bản quy phạm pháp luật đã bị bãi bỏ;,...,Giáo dục và đào tạo,"Quy chế thi, tuyển sinh",Bộ Giáo dục và Đào tạo,Bộ trưởng,Nguyễn Minh Hiển,Toàn quốc,Còn hiệu lực,2000
6856,Về việc tách hai Trường Đại học Sư phạm khỏi hai Đại học Quốc gia,201/1999/QĐ-TTg,1999-10-12,Quyết định,27/10/1999,,"Công báo số 42, năm 1999",15/11/1999,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,1999
6996,Về việc giao nhiệm vụ đào tạo trên Đại học cho Viện máy và dụng cụ công nghiệp,29/1999/QĐ-TTg,1999-02-27,Quyết định,14/03/1999,,"Công báo số 13, năm 1999",08/04/1999,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,1999
7521,"Về thay đối tổ chức Đại học Quốc gia Hà Nội, Đại học Quốc gia thành phố Hồ Chí Minh, Đại học Huế, Đại học Thái Nguyên và Đại học Đà Nẵng",67/1998/NĐ-CP,1998-09-01,Nghị định,01/09/1998,,Công báo số 31,10/11/1998,Giáo dục và đào tạo,Giáo dục đại học,Chính phủ,Thủ tướng,Phan Văn Khải,Toàn quốc,Còn hiệu lực,1998
8879,Về việc giao nhiệm vụ đào tạo trên đại học cho Viện Nghiên cứu thương mại,915/TTg,1996-12-10,Quyết định,10/12/1996,,"Công báo số 4, năm 1997",28/02/1997,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1996
7331,"Về việc ban hành mục tiêu, kế hoạch, chương trình đào tạo đại học sư phạm my thuật (hệ 4 năm)",20/1999/QĐ-BGDDT,1999-05-14,Quyết định,29/05/1999,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Vũ Ngọc Hải,Toàn quốc,Còn hiệu lực,1999
9309,Về việc giao nhiệm vụ đào tạo trên đại học cho Viện Cơ học ứng dụng (Trung tâm khoa học tự nhiên và công nghệ quốc gia),142/TTg,1996-03-08,Quyết định,08/03/1996,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1996
8974,Quyết định giao nhiệm vụ đào tạo trên đại học cho Viện Công nghệ hoá học,801-TTg,1996-10-30,Quyết định,30/10/1996,,Công báo số 1,15/01/1997,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1996
11161,Về việc giao nhiệm vụ đào tạo trên đại học cho Viện Nghiên cứu thú y Bộ Nông nghiệp và Công nghiệp thực phẩm,183-CT,1992-05-28,Quyết định,12/06/1992,,Công báo số 11/1992;,15/06/1992,Giáo dục và đào tạo,Giáo dục đại học,Chủ tịch Hội đồng Bộ trưởng,Phó Chủ tịch Hội đồng Bộ trưởng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1992
11164,Về việc chuyển Trường cao cấp Công đoàn thành Trường đại học Công đoàn,174-CT,1992-05-19,Quyết định,19/05/1992,,Công báo số 10/1992;,30/05/1992,Giáo dục và đào tạo,Giáo dục đại học,Chủ tịch Hội đồng Bộ trưởng,Phó Chủ tịch Hội đồng Bộ trưởng,Phan Văn Khải,Toàn quốc,Còn hiệu lực,1992
9668,Về việc nâng cấp Trường Trung học Văn hoá Nghệ thuật Hà Nội thành Trường Cao đẳng Nghệ thuật Hà Nội,618/TTg,1995-09-28,Quyết định,28/09/1995,,Công báo,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng Chính phủ,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1995
6405,Về việc thành lập Trường Đại học Dân lập Cửu Long,04/2000/QĐ-TTg,2000-01-05,Quyết định,20/01/2000,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2000
10673,Về việc thành lập Đại học mở bán công thành phố Hồ Chí Minh,389-TTg,1993-07-26,Quyết định,26/07/1993,,Công báo số 17/1993;,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1993
12338,"Ban hành Bộ Chương trình khung giáo dục đại học khối ngành Văn hóa - Nghệ thuật, trình độ đại học",03/2009/TT-BGDĐT,2009-02-16,Thông tư,02/04/2009,,"Công báo số 149 + 152, năm 2009",16/03/2009,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Phạm Vũ Luận,Toàn quốc,Còn hiệu lực,2009
12377,Ban hành Quy định về quản lý hoạt động sở hữu trí tuệ trong cơ sở giáo dục đại học,78/2008/QĐ-BGDĐT,2008-12-29,Quyết định,27/01/2009,,"Công báo số 21+22,năm 2009",12/01/2009,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Bành Tiến Long,Toàn quốc,Còn hiệu lực,2008
9600,Về việc cấp học bổng quốc phòng cho sinh viên đại học và học sinh phổ thông trung học là nguồn đào tạo sĩ quan quân đội,400/TTg,1995-07-10,Quyết định,10/07/1995,,Công báo số 18 năm 1995;,30/09/1995,Giáo dục và đào tạo,Giáo dục đại học,Chính phủ,Thủ tướng Chính phủ,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1995
13740,Về việc thành lập Trường Đại học tư thục Công nghệ - Thông tin Gia Định,959/QĐ-TTg,2007-07-31,Quyết định,31/07/2007,,"Công báo số 558 + 559, 2007;",14/08/2007,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2007
13718,"Về việc bổ sung vào Mục I và Mục III của Tiêu chuẩn bộ mẫu thiết bị dạy học tối thiểu môn học giáo dục quốc phòng cho các trường Trung học phổ thông, Trung học chuyên nghiệp, Đại học và Cao đẳng ban hành kèm theo Quyết định số10/2005/QĐ-BGD&ĐT ngày 01 tháng 04 năm 2005 của Bộ trưởng Bộ Giáo dục và Đào tạo",09/2007/QĐ-BGDĐT,2007-04-10,Quyết định,18/05/2007,,"Công báo số 290+291, năm 2007",03/05/2007,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Bành Tiến Long,Toàn quốc,Còn hiệu lực,2007
12148,Về việc thành lập Trường Đại học Giáo dục thuộc Đại học Quốc gia Hà Nội,441/QĐ-TTg,2009-04-03,Quyết định,03/04/2009,,"Công báo số 193 + 194, năm 2009",14/04/2009,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Thiện Nhân,Toàn quốc,Còn hiệu lực,2009
12129,Về việc đổi tên Trường Đại học Bán công Marketing thành Trường Đại học Tài chính - Marketing,395/QĐ-TTG,2009-03-25,Quyết định,25/03/2009,,"Công báo số 181 + 182, năm 2009",06/04/2009,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Thiện Nhân,Toàn quốc,Còn hiệu lực,2009
12130,Về việc thành lập Trường Đại học Phan Thiết,394/QĐ-TTg,2009-03-25,Quyết định,25/03/2009,,"Công báo số 181 + 182, năm 2009",06/04/2009,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Thiện Nhân,Toàn quốc,Còn hiệu lực,2009
9285,Về việc thành lập Trường Đại học dân lập Quản lý và kinh doanh Hà Nội,405/QĐ-TTg,1996-06-15,Quyết định,15/06/1996,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1996
11220,Về việc giao nhiệm vụ đào tạo trên đại học cho Viện Khoa học kỹ thuật Bưu điện,10-CT,1992-01-14,Quyết định,14/01/1992,,Công báo số 1/1992;,31/01/1992,Giáo dục và đào tạo,Giáo dục đại học,Chủ tịch Hội đồng Bộ trưởng,Phó Chủ tịch Hội đồng Bộ trưởng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1992
9270,Về việc giao nhiệm vụ đào tạo trên đại học cho Trường Đại học Kiến trúc thành phố Hồ Chí Minh,415/TTg,1996-06-19,Quyết định,19/06/1996,,Công báo điện tử;,...,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Khánh,Toàn quốc,Còn hiệu lực,1996
14339,Về việc thành lập Trường Đại học Kinh tế thuộc Đại học Quốc gia Hà Nội,290/QĐ-TTg,2007-03-06,Quyết định,06/03/2007,,"Công báo số 242+243, năm 2007",18/03/2007,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2007
14932,Về việc thành lập Trường Đại học Kiến trúc Đà Nẵng,270/2006/QĐ-TTg,2006-11-27,Quyết định,22/12/2006,,"Công báo số 9+10, năm 2006;",07/12/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
14927,Về việc thành lập Trường Đại học Hoa Sen,274/2006/QĐ-TTg,2006-11-30,Quyết định,24/12/2006,,"Công báo số 11+12, năm 2006;",09/12/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
14933,Về việc thành lập Trường Đại học Bạc Liêu trực thuộc Ủy ban nhân dân tỉnh Bạc Liêu,1558/QĐ-TTg,2006-11-24,Quyết định,24/11/2006,,"Công báo số 09+10, năm 2006;",07/12/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
15085,Về việc thành lập trường Đại học Quảng Bình,237/2006/QĐ-TTg,2006-10-24,Quyết định,18/11/2006,,"Công báo số 3+4, năm 2006",03/11/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
15015,Về việc giao nhiệm vụ đào tạo thạc sĩ cho Trường Đại học Công đoàn,252/2006/QĐ-TTg,2006-11-03,Quyết định,03/12/2006,,"Công báo số 19+20, năm 2006;",18/11/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
13858,"Ban hành Quy định về tổ chức và hoạt động của Trạm Y tế trong các đại học, học viện, trường đại học, cao đẳng và trung cấp chuyên nghiệp",17/2007/QĐ-BGDĐT,2007-05-24,Quyết định,28/06/2007,,"Công báo số 362+363, năm 2007",13/06/2007,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Phạm Vũ Luận,Toàn quốc,Còn hiệu lực,2007
15352,Về việc thành lập Trường Đại học FPT,208/2006/QĐ-TTg,2006-09-08,Quyết định,07/10/2006,,"Công báo số 41+42, năm 2006",22/09/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
16497,Về việc thành lập Trường Đại học Quang Trung,62/2006/QĐ-TTg,2006-03-17,Quyết định,09/04/2006,,"Công báo số 36+37, năm 2006",25/03/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16462,Về việc thành lập Tổ công tác xây dựng Đề án thành lập trường đại học đẳng cấp quốc tế,01/QĐ-BCĐĐMĐH,2006-02-24,Quyết định,11/03/2006,,"Công báo số 05 + 06, năm 2006",05/03/2006,Giáo dục và đào tạo,Giáo dục đại học,Ban Chỉ đạo đổi mới giáo dục đại học,Trưởng ban,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16380,Về việc thành lập Trường Đại học Sư phạm kỹ thuật Vinh,78/2006/QĐ-TTg,2006-04-14,Quyết định,14/05/2006,,Công báo số 32 & 33 - 04/2006;,29/04/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
17096,Về việc thành lập Trường Đại học Công nghiệp Hà Nội,315/2005/QĐ-TTg,2005-12-02,Quyết định,22/12/2005,,Công báo số 07 & 08 - 12/2005;,07/12/2005,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2005
16784,Về việc thành lập Trường Đại học Bà Rịa - Vũng Tàu,27/2006/QĐ-TTg,2006-01-27,Quyết định,24/02/2006,,"Công báo số 23 + 24 , năm 2006",09/02/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
15965,"Về việc ban hành tiêu chuẩn bộ mẫu thiết bị dạy học tối thiểu môn học giáo dục quốc phòng cho các trường Trung học phổ thông, Trung học chuyên nghiệp, Đại học và Cao đẳng",10/2005/QĐ-BGD,2005-04-01,Quyết định,23/04/2005,,Công báo số 06 - 04/2005;,08/04/2005,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Thứ trưởng,Bành Tiến Long,Toàn quốc,Còn hiệu lực,2005
15918,"Về chuyển loại hình trường đại học, cao đẳng bán công",146/2006/QĐ-TTg,2006-06-22,Quyết định,16/07/2006,,"Công báo số 01 + 02, năm 2006",01/07/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
15924,Về việc thành lập Trường Đại học Trà Vinh,141/2006/QĐ-TTg,2006-06-19,Quyết định,13/07/2006,,"Công báo số 46 + 47, năm 2006",28/06/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
18022,Về việc giao nhiệm vụ đào tạo tiến sĩ cho Trường Đại học Đà Lạt,174/2005/QĐ-TTg,2005-07-14,Quyết định,07/08/2005,,"Công báo số 26 + 27, năm 2005;",23/07/2005,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2005
15748,Về việc đổi tên Trường Đại học Thuỷ sản thành Trường Đại học Nha Trang,172/2006/QĐ-TTg,2006-07-25,Quyết định,14/08/2006,,"Công báo số 29 + 30, năm 2006",30/07/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
15714,Về việc thành lập Trường Đại học Lao động - Xã hội,26/2005/QĐ-TTg,2005-01-31,Quyết định,27/02/2005,,Công báo số 07 & 08 - 02/2005;,12/02/2005,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2005
16177,Về việc đổi tên Trường Đại học dân lập Quản lý - Kinh doanh Hà Nội,750/QĐ-TTg,2006-05-19,Quyết định,13/06/2006,,"Công báo số 31, năm 2006",29/05/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16179,Về việc thành lập Trường Đại học Điện lực,111/2006/QĐ-TTg,2006-05-19,Quyết định,13/06/2006,,"Công báo số 31, năm 2006",29/05/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16140,Về việc thành lập Trường Đại học Sư phạm Nghệ thuật Trung ương,117/2006/QĐ-TTg,2006-05-26,Quyết định,22/06/2006,,"Công báo số 7, năm 2006",07/06/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16149,Về chuyển loại hình trường đại học dân lập sang loại hình trường đại học tư thục,122/2006/QĐ-TTg,2006-05-29,Quyết định,24/06/2006,,"Công báo số 8+9, năm 2006",09/06/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16579,"Ban hành Chương trình khung dạy tiếng dân tộc thiểu số (có chữ viết) cho cán bộ, công chức công tác ở vùng dân tộc thiểu số",03/2006/QĐ-BGD&ĐT,2006-01-24,Quyết định,24/02/2006,,"Công báo số 23 + 24, năm 2006",09/02/2006,Giáo dục và đào tạo,"Quy chế thi, tuyển sinh",Bộ Giáo dục và Đào tạo,Thứ trưởng,Nguyễn Văn Vọng,Toàn quốc,Còn hiệu lực,2006
16580,Ban hành Chương trình khung đào tạo giáo viên dạy tiếng dân tộc thiểu số (có chữ viết),02/2006/QĐ-BGD,2006-01-24,Quyết định,24/02/2006,,"Công báo số 23 + 24, năm 2006",09/02/2006,Giáo dục và đào tạo,"Quy chế thi, tuyển sinh",Bộ Giáo dục và Đào tạo,Thứ trưởng,Nguyễn Văn Vọng,Toàn quốc,Còn hiệu lực,2006
16530,"Về việc sửa đổi, bổ sung một số điều của Quy chế tuyển  sinh đại học, cao đẳng hệ chính quy ban hành kèm theo Quyết định số 07/2005/QĐ-BGD&ĐTngày 04/03/2005 của Bộ trưởng Bộ Giáo dục và Đào tạo",05/2006/QĐ-BGD,2006-02-21,Quyết định,25/03/2006,,"Công báo số 03+04, năm 2006",03/03/2006,Giáo dục và đào tạo,Giáo dục đại học,Bộ Giáo dục và Đào tạo,Bộ trưởng,Nguyễn Minh Hiển,Toàn quốc,Còn hiệu lực,2006
16504,Về việc thành lập Trường Đại học Tây Đô,54/2006/QĐ-TTg,2006-03-09,Quyết định,07/04/2006,,"Công báo số 34 + 35, năm 2006",23/03/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16937,Về việc giao nhiệm vụ đào tạo thạc sĩ cho Trường Đại học Tây Nguyên,329/2005/QĐ-TTg,2005-12-12,Quyết định,04/01/2006,,Công báo số 24 & 25 - 12/2005;,20/12/2005,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2005
15522,Về việc đổi tên Trường Đại học Ngoại ngữ thành Trường Đại học Hà Nội,190/2006/QĐ-TTg,2006-08-17,Quyết định,08/09/2006,,Công báo số 67 & 68 - 08/2006;,24/08/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Toàn quốc,Còn hiệu lực,2006
16035,Về việc thành lập Trường Đại học Chu Văn An,135/2006/QĐ-TTg,2006-06-08,Quyết định,05/07/2006,,"Công báo số 22 + 23, năm 2006",20/06/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
16036,Về việc thành lập Trường Đại học Công nghệ thông tin thuộc Đại học Quốc gia thành phố Hồ Chí Minh,134/2006/QĐ-TTg,2006-06-08,Quyết định,05/07/2006,,"Công báo số 522+523, năm 2010",20/06/2006,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2006
18404,Về việc giao nhiệm vụ đào tạo thạc sĩ cho Trường Đại học An ninh nhân dân,07/2005/QĐ-TTg,2005-01-07,Quyết định,29/01/2005,,Công báo số 13 & 14 - 01/2005;,14/01/2005,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2005
20082,Về việc giao nhiệm vụ đào tạo tiến sĩ cho Đại học Thái Nguyên,42/2004/QĐ-TTg,2004-03-23,Quyết định,12/04/2004,,"Công báo số 16, 2004;",28/03/2004,Giáo dục và đào tạo,Giáo dục đại học,Thủ tướng Chính phủ,Phó Thủ tướng,Phạm Gia Khiêm,Toàn quốc,Còn hiệu lực,2004
